"# Tm","Pos","Player","Age","Tm","Pts Won","Pts Max","Share","1st Tm","2nd Tm","3rd Tm","G","MP","PTS","TRB","AST","STL","BLK","FG%","3P%","FT%","WS","WS/48","avg_PTS","avg_AST","avg_TRB","avg_STL","avg_BLK","avg_WS","norm_PTS","norm_AST","norm_TRB","norm_STL","norm_BLK","norm_WS","MVP_index","Year"
"ORV","G","Dale Ellis",27,"SEA",3,160,0.019,0,3,NA,75,37.2,25.8,4.5,2.6,1,0.1,0.503,0.413,0.767,9,0.155,21.0642857142857,4.44285714285714,7.53214285714286,1.39285714285714,0.882142857142857,9.7,1.22482197355036,0.585209003215434,0.597439544807966,0.717948717948718,0.11336032388664,0.927835051546392,1.49782587776163,1988
"ORV","F","Buck Williams",27,"NJN",3,160,0.019,0,3,NA,70,37.7,18.3,11.9,1.6,1,0.6,0.56,1,0.668,7.6,0.138,21.0642857142857,4.44285714285714,7.53214285714286,1.39285714285714,0.882142857142857,9.7,0.868769074262462,0.360128617363344,1.57989568515884,0.717948717948718,0.680161943319838,0.783505154639175,1.43735817436325,1988
"ORV","F","Mark Aguirre",28,"DAL",2,160,0.012,0,2,NA,77,33.9,25.1,5.6,3.6,0.9,0.7,0.475,0.302,0.77,8.8,0.163,21.0642857142857,4.44285714285714,7.53214285714286,1.39285714285714,0.882142857142857,9.7,1.19159036961682,0.810289389067524,0.743480322427691,0.646153846153846,0.793522267206478,0.907216494845361,1.6217648091301,1988
"ORV","G","Rolando Blackman",28,"DAL",2,160,0.012,0,2,NA,71,36.3,18.7,3.5,3.7,0.9,0.3,0.473,0,0.873,6.8,0.126,21.0642857142857,4.44285714285714,7.53214285714286,1.39285714285714,0.882142857142857,9.7,0.887758562224483,0.832797427652733,0.464675201517307,0.646153846153846,0.340080971659919,0.701030927835052,1.23835312802873,1988
"ORV","G","Mark Jackson",22,"NYK",2,160,0.012,0,2,NA,82,39.6,13.6,4.8,10.6,2.5,0.1,0.432,0.254,0.774,7.6,0.113,21.0642857142857,4.44285714285714,7.53214285714286,1.39285714285714,0.882142857142857,9.7,0.645642590708715,2.38585209003215,0.637268847795164,1.79487179487179,0.11336032388664,0.783505154639175,1.58064329209552,1988
"ORV","G","Byron Scott",26,"LAL",2,160,0.012,0,2,NA,81,37.6,21.7,4.1,4.1,1.9,0.3,0.527,0.346,0.858,10.7,0.168,21.0642857142857,4.44285714285714,7.53214285714286,1.39285714285714,0.882142857142857,9.7,1.03017972193964,0.922829581993569,0.544333807491702,1.36410256410256,0.340080971659919,1.10309278350515,1.52681689602505,1988
"ORV","C","Kevin Duckworth",23,"POR",1,160,0.006,0,1,NA,78,28.5,15.8,7.4,0.8,0.4,0.4,0.496,NA,0.77,5.2,0.112,21.0642857142857,4.44285714285714,7.53214285714286,1.39285714285714,0.882142857142857,9.7,0.750084774499831,0.180064308681672,0.982456140350877,0.287179487179487,0.453441295546559,0.536082474226804,1.04517238126463,1988
"ORV","C","Mark Eaton",31,"UTA",1,160,0.006,0,1,NA,82,33.3,7,8.7,0.7,0.5,3.7,0.418,NA,0.623,4.1,0.072,21.0642857142857,4.44285714285714,7.53214285714286,1.39285714285714,0.882142857142857,9.7,0.332316039335368,0.157556270096463,1.15504978662873,0.358974358974359,4.19433198380567,0.422680412371134,1.11273704178327,1988
"ORV","F","Alex English",34,"DEN",1,160,0.006,0,1,NA,80,35.2,25,4.7,4.7,0.9,0.3,0.495,0,0.828,7.6,0.129,21.0642857142857,4.44285714285714,7.53214285714286,1.39285714285714,0.882142857142857,9.7,1.18684299762631,1.05787781350482,0.623992413466098,0.646153846153846,0.340080971659919,0.783505154639175,1.58609120982103,1988
"ORV","F","Charles Oakley",24,"CHI",1,160,0.006,0,1,NA,82,34.3,12.4,13,3,0.8,0.3,0.483,0.25,0.727,6.7,0.114,21.0642857142857,4.44285714285714,7.53214285714286,1.39285714285714,0.882142857142857,9.7,0.588674126822652,0.67524115755627,1.72593646277857,0.574358974358974,0.340080971659919,0.690721649484536,1.2662859485664,1988
"ORV","C","Robert Parish",34,"BOS",1,160,0.006,0,1,NA,74,31.2,14.3,8.5,1.6,0.7,1.1,0.589,0,0.734,6.4,0.134,21.0642857142857,4.44285714285714,7.53214285714286,1.39285714285714,0.882142857142857,9.7,0.678874194642252,0.360128617363344,1.1284969179706,0.502564102564103,1.24696356275304,0.65979381443299,1.18917757824395,1988
"ORV","C","Jack Sikma",32,"MIL",1,160,0.006,0,1,NA,82,35.6,16.5,8.6,3.4,1.1,1,0.486,0.214,0.922,9.4,0.154,21.0642857142857,4.44285714285714,7.53214285714286,1.39285714285714,0.882142857142857,9.7,0.783316378433367,0.765273311897106,1.14177335229967,0.78974358974359,1.1336032388664,0.969072164948454,1.44111027639915,1988
"ORV","F","James Worthy",26,"LAL",1,160,0.006,0,1,NA,75,35.4,19.7,5,3.9,1,0.7,0.531,0.125,0.796,7.9,0.143,21.0642857142857,4.44285714285714,7.53214285714286,1.39285714285714,0.882142857142857,9.7,0.935232282129535,0.877813504823151,0.663821716453295,0.717948717948718,0.793522267206478,0.814432989690722,1.40690667799187,1988
"1st","F","Karl Malone",25,"UTA",425,425,1,85,0,0,80,39.1,29.1,10.7,2.7,1.8,0.9,0.519,0.313,0.766,15.2,0.233,20.9789473684211,4.71842105263158,7.05789473684211,1.48947368421053,0.813157894736842,9.60526315789474,1.38710486703462,0.572225320691578,1.51603281133482,1.20848056537102,1.10679611650485,1.58246575342466,2.10064595783558,1989
"1st","G","Magic Johnson",29,"LAL",423,425,0.995,84,NA,NA,77,37.5,22.5,7.9,12.8,1.8,0.3,0.509,0.314,0.911,16.1,0.267,20.9789473684211,4.71842105263158,7.05789473684211,1.48947368421053,0.813157894736842,9.60526315789474,1.0725037631711,2.712771890686,1.1193139448173,1.20848056537102,0.368932038834951,1.67616438356164,2.22519038736755,1989
"1st","G","Michael Jordan",25,"CHI",423,425,0.995,84,NA,NA,81,40.2,32.5,8,8,2.9,0.8,0.538,0.276,0.85,19.8,0.292,20.9789473684211,4.71842105263158,7.05789473684211,1.48947368421053,0.813157894736842,9.60526315789474,1.54917210235825,1.69548243167875,1.13348247576435,1.9469964664311,0.983818770226537,2.0613698630137,2.5488659118652,1989
"1st","F","Charles Barkley",25,"PHI",412,425,0.969,80,NA,NA,79,39.1,25.8,12.5,4.1,1.6,0.8,0.579,0.216,0.753,16.1,0.25,20.9789473684211,4.71842105263158,7.05789473684211,1.48947368421053,0.813157894736842,9.60526315789474,1.22980431510286,0.86893474623536,1.7710663683818,1.07420494699647,0.983818770226537,1.67616438356164,2.10107075999313,1989
"1st","C","Hakeem Olajuwon",26,"HOU",379,425,0.892,66,NA,NA,82,36.9,24.8,13.5,1.8,2.6,3.4,0.508,0,0.696,12.4,0.197,20.9789473684211,4.71842105263158,7.05789473684211,1.48947368421053,0.813157894736842,9.60526315789474,1.18213748118414,0.381483547127719,1.91275167785235,1.74558303886926,4.18122977346278,1.29095890410959,2.30559390804197,1989
"2nd","C","Patrick Ewing",26,"NYK",267,425,0.628,17,NA,NA,80,36.2,22.7,9.3,2.4,1.5,3.5,0.567,0,0.746,10.9,0.181,20.9789473684211,4.71842105263158,7.05789473684211,1.48947368421053,0.813157894736842,9.60526315789474,1.08203712995484,0.508644729503625,1.31767337807606,1.00706713780919,4.3042071197411,1.13479452054795,2.02355583469602,1989
"2nd","G","John Stockton",26,"UTA",224,425,0.527,1,NA,NA,82,38.7,17.1,3,13.6,3.2,0.2,0.538,0.242,0.863,15.6,0.236,20.9789473684211,4.71842105263158,7.05789473684211,1.48947368421053,0.813157894736842,9.60526315789474,0.815102860010035,2.88232013385388,0.425055928411633,2.14840989399293,0.245954692556634,1.6241095890411,1.96197920058553,1989
"2nd","F","Tom Chambers",29,"PHO",174,425,0.409,1,NA,NA,81,37.1,25.7,8.4,2.9,1.1,0.7,0.471,0.326,0.851,9.2,0.146,20.9789473684211,4.71842105263158,7.05789473684211,1.48947368421053,0.813157894736842,9.60526315789474,1.22503763171099,0.614612381483547,1.19015659955257,0.738515901060071,0.86084142394822,0.957808219178082,1.73482931600536,1989
"2nd","G","Chris Mullin",25,"GSW",137,425,0.322,0,NA,NA,82,37.7,26.5,5.9,5.1,2.1,0.5,0.509,0.23,0.892,10.6,0.165,20.9789473684211,4.71842105263158,7.05789473684211,1.48947368421053,0.813157894736842,9.60526315789474,1.26317109884596,1.0808700501952,0.835943325876212,1.40989399293286,0.614886731391586,1.10356164383562,1.85775254210241,1989
"2nd","G","Kevin Johnson",22,"PHO",131,425,0.308,0,NA,NA,81,39.2,20.4,4.2,12.2,1.7,0.3,0.505,0.091,0.882,12.2,0.184,20.9789473684211,4.71842105263158,7.05789473684211,1.48947368421053,0.813157894736842,9.60526315789474,0.972403411941796,2.58561070831009,0.595078299776286,1.14134275618375,0.368932038834951,1.27013698630137,1.91464300902211,1989
"3rd","F","Dominique Wilkins",29,"ATL",116,425,0.273,2,NA,NA,80,37.5,26.2,6.9,2.6,1.5,0.7,0.464,0.276,0.844,10.4,0.166,20.9789473684211,4.71842105263158,7.05789473684211,1.48947368421053,0.813157894736842,9.60526315789474,1.24887104867035,0.551031790295594,0.977628635346756,1.00706713780919,0.86084142394822,1.0827397260274,1.73046376042671,1989
"3rd","G","Dale Ellis",28,"SEA",83,425,0.195,1,NA,NA,82,38.9,27.5,4.2,2,1.3,0.3,0.501,0.478,0.816,10.8,0.163,20.9789473684211,4.71842105263158,7.05789473684211,1.48947368421053,0.813157894736842,9.60526315789474,1.31083793276468,0.423870607919688,0.595078299776286,0.872791519434629,0.368932038834951,1.12438356164384,1.59623746320927,1989
"3rd","G","Mark Price",24,"CLE",75,425,0.176,0,NA,NA,75,36.4,18.9,3,8.4,1.5,0.1,0.526,0.441,0.901,11.3,0.199,20.9789473684211,4.71842105263158,7.05789473684211,1.48947368421053,0.813157894736842,9.60526315789474,0.900903161063723,1.78025655326269,0.425055928411633,1.00706713780919,0.122977346278317,1.17643835616438,1.56152085110297,1989
"3rd","F","Terry Cummings",27,"MIL",70,425,0.165,1,NA,NA,80,35.3,22.9,8.1,2.5,1.3,0.9,0.467,0.467,0.787,7.7,0.131,20.9789473684211,4.71842105263158,7.05789473684211,1.48947368421053,0.813157894736842,9.60526315789474,1.09157049673858,0.52983825989961,1.14765100671141,0.872791519434629,1.10679611650485,0.801643835616438,1.61083405298004,1989
"3rd","C","Robert Parish",35,"BOS",70,425,0.165,1,NA,NA,80,35.5,18.6,12.5,2.2,1,1.5,0.57,NA,0.719,10.5,0.177,20.9789473684211,4.71842105263158,7.05789473684211,1.48947368421053,0.813157894736842,9.60526315789474,0.886603110888108,0.466257668711656,1.7710663683818,0.671378091872792,1.84466019417476,1.09315068493151,1.68418992932833,1989
"ORV","G","Clyde Drexler",26,"POR",65,425,0.153,0,NA,NA,78,39.3,27.2,7.9,5.8,2.7,0.7,0.496,0.26,0.799,12.6,0.197,20.9789473684211,4.71842105263158,7.05789473684211,1.48947368421053,0.813157894736842,9.60526315789474,1.29653788258906,1.22922476296709,1.1193139448173,1.81272084805654,0.86084142394822,1.31178082191781,2.08848833350549,1989
"ORV","F","Alex English",35,"DEN",58,425,0.136,0,NA,NA,82,36.5,26.5,4,4.7,0.8,0.1,0.491,0.25,0.858,6.8,0.11,20.9789473684211,4.71842105263158,7.05789473684211,1.48947368421053,0.813157894736842,9.60526315789474,1.26317109884596,0.996095928611266,0.566741237882177,0.537102473498233,0.122977346278317,0.707945205479452,1.5734459334997,1989
"ORV","G","Isiah Thomas",27,"DET",57,425,0.134,0,NA,NA,80,36.6,18.2,3.4,8.3,1.7,0.3,0.464,0.273,0.818,7,0.115,20.9789473684211,4.71842105263158,7.05789473684211,1.48947368421053,0.813157894736842,9.60526315789474,0.867536377320622,1.7590630228667,0.481730052199851,1.14134275618375,0.368932038834951,0.728767123287671,1.51456991861816,1989
"ORV","F","Larry Nance",29,"CLE",45,425,0.106,0,NA,NA,73,34.6,17.2,8,2.2,0.8,2.8,0.539,0,0.799,10.3,0.197,20.9789473684211,4.71842105263158,7.05789473684211,1.48947368421053,0.813157894736842,9.60526315789474,0.819869543401907,0.466257668711656,1.13348247576435,0.537102473498233,3.44336569579288,1.07232876712329,1.61472680283813,1989
"ORV","F","James Worthy",27,"LAL",40,425,0.094,1,NA,NA,81,36.5,20.5,6,3.6,1.3,0.7,0.548,0.087,0.782,9.7,0.158,20.9789473684211,4.71842105263158,7.05789473684211,1.48947368421053,0.813157894736842,9.60526315789474,0.977170095333668,0.762967094255438,0.850111856823266,0.872791519434629,0.86084142394822,1.00986301369863,1.50984856042969,1989
"ORV","F","Kevin McHale",31,"BOS",33,425,0.078,0,NA,NA,78,36.9,22.5,8.2,2.2,0.3,1.2,0.546,0,0.818,10.1,0.168,20.9789473684211,4.71842105263158,7.05789473684211,1.48947368421053,0.813157894736842,9.60526315789474,1.0725037631711,0.466257668711656,1.16181953765846,0.201413427561837,1.47572815533981,1.05150684931507,1.59046249781683,1989
"ORV","C","Moses Malone",33,"ATL",19,425,0.045,1,NA,NA,81,35.5,20.2,11.8,1.4,1,1.2,0.491,0,0.789,10.7,0.178,20.9789473684211,4.71842105263158,7.05789473684211,1.48947368421053,0.813157894736842,9.60526315789474,0.962870045158053,0.296709425543781,1.67188665175242,0.671378091872792,1.47572815533981,1.11397260273973,1.64425157058271,1989
"ORV","G","Joe Dumars",25,"DET",16,425,0.038,0,NA,NA,69,34.9,17.2,2.5,5.7,0.9,0.1,0.505,0.483,0.85,7,0.14,20.9789473684211,4.71842105263158,7.05789473684211,1.48947368421053,0.813157894736842,9.60526315789474,0.819869543401907,1.20803123257111,0.354213273676361,0.604240282685512,0.122977346278317,0.728767123287671,1.22849359267293,1989
"ORV","G","Mitch Richmond",23,"GSW",12,425,0.028,0,NA,NA,79,34.4,22,5.9,4.2,1,0.2,0.468,0.367,0.81,5.6,0.098,20.9789473684211,4.71842105263158,7.05789473684211,1.48947368421053,0.813157894736842,9.60526315789474,1.04867034621174,0.890128276631344,0.835943325876212,0.671378091872792,0.245954692556634,0.583013698630137,1.44963951083374,1989
"ORV","C","Brad Daugherty",23,"CLE",9,425,0.021,0,NA,NA,78,36.2,18.9,9.2,3.7,0.8,0.5,0.538,0.333,0.737,9.6,0.164,20.9789473684211,4.71842105263158,7.05789473684211,1.48947368421053,0.813157894736842,9.60526315789474,0.900903161063723,0.784160624651422,1.30350484712901,0.537102473498233,0.614886731391586,0.999452054794521,1.50775562550425,1989
"ORV","G","Ron Harper",25,"CLE",9,425,0.021,0,NA,NA,82,34.8,18.6,5,5.3,2.3,0.9,0.511,0.25,0.751,10.2,0.171,20.9789473684211,4.71842105263158,7.05789473684211,1.48947368421053,0.813157894736842,9.60526315789474,0.886603110888108,1.12325711098717,0.708426547352722,1.54416961130742,1.10679611650485,1.06191780821918,1.59158764730956,1989
"ORV","G","Fat Lever",28,"DEN",8,425,0.019,0,NA,NA,71,38.7,19.8,9.3,7.9,2.7,0.3,0.457,0.348,0.785,9.2,0.161,20.9789473684211,4.71842105263158,7.05789473684211,1.48947368421053,0.813157894736842,9.60526315789474,0.943803311590567,1.67428890128277,1.31767337807606,1.81272084805654,0.368932038834951,0.957808219178082,1.86486974067802,1989
"ORV","C","Mark Eaton",32,"UTA",6,425,0.014,0,NA,NA,82,35.5,6.2,10.3,1,0.5,3.8,0.462,NA,0.66,6.6,0.108,20.9789473684211,4.71842105263158,7.05789473684211,1.48947368421053,0.813157894736842,9.60526315789474,0.295534370296036,0.211935303959844,1.45935868754661,0.335689045936396,4.67313915857605,0.687123287671233,1.25820230771537,1989
"ORV","G","Mark Jackson",23,"NYK",6,425,0.014,0,NA,NA,72,34.4,16.9,4.7,8.6,1.9,0.1,0.467,0.338,0.698,7.2,0.14,20.9789473684211,4.71842105263158,7.05789473684211,1.48947368421053,0.813157894736842,9.60526315789474,0.805569493226292,1.82264361405466,0.665920954511559,1.2756183745583,0.122977346278317,0.74958904109589,1.51889466497063,1989
"ORV","F","Bernard King",32,"WSB",5,425,0.012,0,NA,NA,81,31.6,20.7,4.7,3.6,0.8,0.2,0.477,0.167,0.819,4.9,0.092,20.9789473684211,4.71842105263158,7.05789473684211,1.48947368421053,0.813157894736842,9.60526315789474,0.986703462117411,0.762967094255438,0.665920954511559,0.537102473498233,0.245954692556634,0.51013698630137,1.30141104643637,1989
"ORV","F","Charles Oakley",25,"NYK",5,425,0.012,0,NA,NA,82,31.8,12.9,10.5,2.3,1.3,0.2,0.51,0.25,0.773,5.7,0.106,20.9789473684211,4.71842105263158,7.05789473684211,1.48947368421053,0.813157894736842,9.60526315789474,0.61490215755143,0.487451199107641,1.48769574944072,0.872791519434629,0.245954692556634,0.593424657534247,1.1865967830075,1989
"ORV","F","Otis Thorpe",26,"HOU",3,425,0.007,0,NA,NA,82,38.2,16.7,9.6,2.5,1,0.5,0.542,0,0.729,8.7,0.133,20.9789473684211,4.71842105263158,7.05789473684211,1.48947368421053,0.813157894736842,9.60526315789474,0.796036126442549,0.52983825989961,1.36017897091723,0.671378091872792,0.614886731391586,0.905753424657534,1.37382270488332,1989
"ORV","G","Danny Ainge",29,"TOT",1,425,0.002,0,0,1,73,32.6,17.5,3.5,5.5,1.3,0.1,0.457,0.38,0.854,6.7,0.135,20.9789473684211,4.71842105263158,7.05789473684211,1.48947368421053,0.813157894736842,9.60526315789474,0.834169593577521,1.16564417177914,0.495898583146905,0.872791519434629,0.122977346278317,0.697534246575343,1.28692838715112,1989
"ORV","G","Eddie Johnson",29,"PHO",1,425,0.002,0,0,1,70,29.2,21.5,4.4,2.3,0.7,0.1,0.497,0.413,0.868,6.5,0.152,20.9789473684211,4.71842105263158,7.05789473684211,1.48947368421053,0.813157894736842,9.60526315789474,1.02483692925238,0.487451199107641,0.623415361670395,0.469964664310954,0.122977346278317,0.676712328767123,1.25838723397041,1989
"ORV","F","Xavier McDaniel",25,"SEA",1,425,0.002,0,0,1,82,29.1,20.5,5.3,1.6,1,0.5,0.489,0.306,0.732,5.3,0.107,20.9789473684211,4.71842105263158,7.05789473684211,1.48947368421053,0.813157894736842,9.60526315789474,0.977170095333668,0.33909648633575,0.750932140193885,0.671378091872792,0.614886731391586,0.551780821917808,1.26563683851345,1989
"ORV","F","Ken Norman",24,"LAC",1,425,0.002,0,0,1,80,37.8,18.1,8.3,3.5,1.3,0.8,0.502,0.19,0.63,4,0.064,20.9789473684211,4.71842105263158,7.05789473684211,1.48947368421053,0.813157894736842,9.60526315789474,0.862769693928751,0.741773563859453,1.17598806860552,0.872791519434629,0.983818770226537,0.416438356164384,1.41778294565002,1989
"ORV","G","Doc Rivers",27,"ATL",1,425,0.002,0,0,1,76,32.4,13.6,3.8,6.9,2.4,0.5,0.455,0.347,0.861,8.5,0.167,20.9789473684211,4.71842105263158,7.05789473684211,1.48947368421053,0.813157894736842,9.60526315789474,0.648268941294531,1.46235359732292,0.538404175988069,1.6113074204947,0.614886731391586,0.884931506849315,1.3741637375794,1989
"ORV","G","Kelly Tripucka",29,"CHH",1,425,0.002,0,0,1,71,32.4,22.6,3.8,3.2,1.2,0.2,0.467,0.357,0.866,3.3,0.069,20.9789473684211,4.71842105263158,7.05789473684211,1.48947368421053,0.813157894736842,9.60526315789474,1.07727044656297,0.6781929726715,0.538404175988069,0.80565371024735,0.245954692556634,0.343561643835616,1.32266073127101,1989
"1st","G","Magic Johnson",30,"LAL",458,460,0.996,91,NA,NA,79,37.2,22.3,6.6,11.5,1.7,0.4,0.48,0.384,0.89,16.5,0.27,21.0025,4.5025,6.84,1.355,0.84,9.825,1.06177835971908,2.5541365907829,0.964912280701754,1.25461254612546,0.476190476190476,1.6793893129771,2.15417360482459,1990
"1st","F","Charles Barkley",26,"PHI",456,460,0.991,91,NA,NA,79,39.1,25.2,11.5,3.9,1.9,0.6,0.6,0.217,0.749,17.3,0.269,21.0025,4.5025,6.84,1.355,0.84,9.825,1.19985715986192,0.866185452526374,1.6812865497076,1.40221402214022,0.714285714285714,1.76081424936387,2.0725258394952,1990
"1st","F","Karl Malone",26,"UTA",456,460,0.991,90,NA,NA,82,38.1,31,11.1,2.8,1.5,0.6,0.562,0.372,0.762,15.9,0.245,21.0025,4.5025,6.84,1.355,0.84,9.825,1.4760147601476,0.62187673514714,1.62280701754386,1.1070110701107,0.714285714285714,1.61832061068702,2.16686051633353,1990
"1st","G","Michael Jordan",26,"CHI",453,460,0.985,90,NA,NA,82,39,33.6,6.9,6.3,2.8,0.7,0.526,0.376,0.848,19,0.285,21.0025,4.5025,6.84,1.355,0.84,9.825,1.59980954648256,1.39922265408107,1.00877192982456,2.06642066420664,0.833333333333333,1.93384223918575,2.46189801879432,1990
"1st","C","Patrick Ewing",27,"NYK",344,460,0.748,44,NA,NA,82,38.6,28.6,10.9,2.2,1,4,0.551,0.25,0.775,13.5,0.205,21.0025,4.5025,6.84,1.355,0.84,9.825,1.36174264968456,0.488617434758468,1.59356725146199,0.738007380073801,4.76190476190476,1.37404580152672,2.36603837572963,1990
"2nd","C","Hakeem Olajuwon",27,"HOU",326,460,0.709,42,NA,NA,82,38.1,24.3,14,2.9,2.1,4.6,0.501,0.167,0.713,11.2,0.173,21.0025,4.5025,6.84,1.355,0.84,9.825,1.15700511843828,0.644086618545253,2.04678362573099,1.54981549815498,5.47619047619048,1.13994910941476,2.47191461966645,1990
"2nd","G","John Stockton",27,"UTA",241,460,0.524,2,NA,NA,78,37.4,17.2,2.6,14.5,2.7,0.2,0.514,0.416,0.819,14.4,0.238,21.0025,4.5025,6.84,1.355,0.84,9.825,0.818950124985121,3.22043309272626,0.380116959064328,1.99261992619926,0.238095238095238,1.46564885496183,1.99821645760947,1990
"2nd","F","Tom Chambers",30,"PHO",234,460,0.509,1,NA,NA,81,37.6,27.2,7,2.3,1.1,0.6,0.501,0.279,0.861,11.2,0.176,21.0025,4.5025,6.84,1.355,0.84,9.825,1.29508391858112,0.51082731815658,1.0233918128655,0.811808118081181,0.714285714285714,1.13994910941476,1.74322366726932,1990
"2nd","F","Larry Bird",33,"BOS",209,460,0.454,1,NA,NA,75,39.3,24.3,9.5,7.5,1.4,0.8,0.473,0.333,0.93,9.5,0.154,21.0025,4.5025,6.84,1.355,0.84,9.825,1.15700511843828,1.66574125485841,1.38888888888889,1.03321033210332,0.952380952380952,0.966921119592875,2.03285892707481,1990
"2nd","G","Kevin Johnson",23,"PHO",177,460,0.385,0,NA,NA,74,37.6,22.5,3.6,11.4,1.3,0.2,0.499,0.195,0.838,11.6,0.2,21.0025,4.5025,6.84,1.355,0.84,9.825,1.071301035591,2.53192670738479,0.526315789473684,0.959409594095941,0.238095238095238,1.18066157760814,1.91845117254776,1990
"3rd","C","David Robinson",24,"SAS",160,460,0.348,7,NA,NA,82,36.6,24.3,12,2,1.7,3.9,0.531,0,0.732,15.1,0.241,21.0025,4.5025,6.84,1.355,0.84,9.825,1.15700511843828,0.444197667962243,1.75438596491228,1.25461254612546,4.64285714285714,1.53689567430025,2.29553132301255,1990
